Order_ID,Order_Date,Ship_Date,Customer_ID,Category,Product,Region,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Shipping_Method,Order_Status
ORD1515,2023-04-24,2023-04-25,CUST0232,Home & Kitchen,Knife Set,East,2,80.21,0.0,160.42,76.57,83.85,52.27,Same-Day,Delivered
ORD1516,2024-07-01,2024-07-06,CUST0053,Beauty,Sunscreen,East,4,16.32,0.0,65.28,31.36,33.92,51.96,Standard,Delivered
ORD1517,2023-01-16,2023-01-18,CUST0216,Home & Kitchen,Coffee Maker,East,4,121.71,0.0,486.84,227.86,258.98,53.2,Express,Delivered
ORD1518,2023-05-30,2023-06-04,CUST0201,Sports,Running Shoes,North,4,121.72,0.0,486.88,251.25,235.63,48.4,Standard,Delivered
ORD1519,2024-01-26,2024-01-31,CUST0394,Books,Self-Help,South,2,14.5,0.2,23.2,14.5,8.7,37.5,Standard,Delivered
ORD1520,2023-04-07,2023-04-08,CUST0107,Sports,Bicycle Helmet,West,2,65.88,0.0,131.76,64.54,67.22,51.02,Same-Day,Delivered
ORD1521,2024-07-16,2024-07-17,CUST0247,Sports,Running Shoes,East,3,73.28,0.15,186.86,100.78,86.08,46.07,Same-Day,Delivered
ORD1522,2023-08-30,2023-08-31,CUST0008,Clothing,Jacket,South,1,182.64,0.0,182.64,117.74,64.9,35.53,Same-Day,Delivered
ORD1523,2023-02-13,2023-02-14,CUST0244,Home & Kitchen,Cookware Set,Central,1,178.16,0.0,178.16,80.49,97.67,54.82,Same-Day,Returned
ORD1524,2024-09-25,2024-09-27,CUST0389,Clothing,Jacket,North,1,108.85,0.05,103.41,50.97,52.44,50.71,Express,Cancelled
ORD1525,2024-05-14,2024-05-19,CUST0286,Electronics,Headphones,East,2,154.2,0.2,246.72,145.4,101.32,41.07,Standard,Delivered
ORD1526,2023-09-14,2023-09-19,CUST0225,Sports,Dumbbell Set,Central,1,117.92,0.0,117.92,70.15,47.77,40.51,Standard,Delivered
ORD1527,2023-11-28,2023-11-29,CUST0445,Home & Kitchen,Cookware Set,Central,4,136.96,0.0,547.84,306.09,241.75,44.13,Same-Day,Delivered
ORD1528,2023-09-27,2023-09-28,CUST0001,Books,Novel,Central,1,14.31,0.05,13.59,7.29,6.3,46.36,Same-Day,Delivered
ORD1529,2023-09-02,2023-09-04,CUST0338,Sports,Dumbbell Set,Central,1,110.97,0.0,110.97,67.16,43.81,39.48,Express,Delivered
ORD1530,2024-09-19,2024-09-21,CUST0329,Sports,Dumbbell Set,East,5,117.32,0.2,469.28,328.67,140.61,29.96,Express,Delivered
ORD1531,2023-05-13,2023-05-18,CUST0104,Electronics,Smartphone,North,5,696.67,0.0,3483.35,2149.36,1333.99,38.3,Standard,Returned
ORD1532,2024-11-04,2024-11-06,CUST0360,Sports,Dumbbell Set,Central,1,52.18,0.15,44.35,32.21,12.14,27.37,Express,Delivered
ORD1533,2023-08-02,2023-08-03,CUST0456,Home & Kitchen,Blender,North,3,52.24,0.15,133.21,72.75,60.46,45.39,Same-Day,Delivered
ORD1534,2024-12-26,2024-12-31,CUST0137,Sports,Yoga Mat,Central,3,35.74,0.05,101.86,65.88,35.98,35.32,Standard,Returned
ORD1535,2023-04-10,2023-04-15,CUST0273,Electronics,Smartphone,West,3,522.38,0.0,1567.14,1006.29,560.85,35.79,Standard,Delivered
ORD1536,2023-07-03,2023-07-04,CUST0213,Clothing,Jeans,North,5,71.84,0.1,323.28,206.56,116.72,36.1,Same-Day,Delivered
ORD1537,2023-04-17,2023-04-22,CUST0282,Beauty,Sunscreen,West,3,27.51,0.15,70.15,48.12,22.03,31.4,Standard,Returned
ORD1538,2023-12-27,2023-12-29,CUST0167,Books,Cookbook,East,2,25.68,0.1,46.22,27.66,18.56,40.16,Express,Delivered
ORD1539,2024-01-20,2024-01-21,CUST0131,Sports,Bicycle Helmet,East,3,59.42,0.1,160.43,99.67,60.76,37.87,Same-Day,Cancelled
ORD1540,2024-09-02,2024-09-07,CUST0456,Sports,Bicycle Helmet,East,4,29.01,0.0,116.04,75.03,41.01,35.34,Standard,Delivered
ORD1541,2024-12-07,2024-12-09,CUST0262,Electronics,Headphones,Central,2,81.22,0.0,162.44,73.8,88.64,54.57,Express,Cancelled
ORD1542,2023-05-22,2023-05-24,CUST0299,Books,Tech Manual,South,2,31.83,0.05,60.48,33.18,27.3,45.14,Express,Delivered
ORD1543,2023-08-11,2023-08-12,CUST0167,Clothing,Jacket,West,3,90.03,0.05,256.59,152.28,104.31,40.65,Same-Day,Delivered
ORD1544,2023-11-04,2023-11-09,CUST0296,Clothing,Dress,West,5,114.56,0.0,572.8,325.95,246.85,43.1,Standard,Delivered
ORD1545,2023-05-04,2023-05-09,CUST0435,Electronics,Smartphone,Central,3,603.38,0.2,1448.11,971.79,476.32,32.89,Standard,Delivered
ORD1546,2024-08-01,2024-08-06,CUST0358,Electronics,Smartwatch,South,1,225.2,0.0,225.2,115.72,109.48,48.61,Standard,Delivered
ORD1547,2024-05-31,2024-06-05,CUST0149,Clothing,T-Shirt,West,4,44.13,0.2,141.22,100.44,40.78,28.88,Standard,Delivered
ORD1548,2024-07-15,2024-07-17,CUST0205,Clothing,Jeans,Central,3,43.13,0.1,116.45,77.51,38.94,33.44,Express,Delivered
ORD1549,2024-10-29,2024-10-30,CUST0316,Sports,Dumbbell Set,Central,2,97.09,0.0,194.18,106.33,87.85,45.24,Same-Day,Delivered
ORD1550,2024-08-12,2024-08-17,CUST0212,Clothing,Jeans,West,1,52.31,0.05,49.69,26.92,22.77,45.82,Standard,Delivered
ORD1551,2023-11-09,2023-11-14,CUST0316,Home & Kitchen,Air Fryer,West,2,117.49,0.1,211.48,136.54,74.94,35.44,Standard,Pending
ORD1552,2024-12-02,2024-12-04,CUST0373,Books,Novel,North,4,9.45,0.2,30.24,18.78,11.46,37.9,Express,Delivered
ORD1553,2023-10-22,2023-10-27,CUST0412,Electronics,Smartphone,North,2,783.68,0.0,1567.36,977.64,589.72,37.63,Standard,Delivered
ORD1554,2023-08-05,2023-08-10,CUST0385,Home & Kitchen,Knife Set,East,4,30.36,0.0,121.44,72.62,48.82,40.2,Standard,Delivered
ORD1555,2024-11-15,2024-11-20,CUST0464,Books,Self-Help,Central,5,21.49,0.0,107.45,63.29,44.16,41.1,Standard,Delivered
ORD1556,2024-09-24,2024-09-26,CUST0336,Electronics,Headphones,North,2,58.02,0.0,116.04,70.53,45.51,39.22,Express,Delivered
ORD1557,2023-04-21,2023-04-26,CUST0453,Electronics,Smartwatch,West,3,314.75,0.15,802.61,492.94,309.67,38.58,Standard,Delivered
ORD1558,2024-05-11,2024-05-12,CUST0096,Clothing,Dress,South,5,127.13,0.0,635.65,400.95,234.7,36.92,Same-Day,Delivered
ORD1559,2024-06-26,2024-06-28,CUST0202,Books,Self-Help,South,5,24.04,0.0,120.2,55.05,65.15,54.2,Express,Delivered
ORD1560,2024-05-28,2024-05-30,CUST0321,Electronics,Headphones,East,3,102.31,0.0,306.93,152.62,154.31,50.28,Express,Returned
ORD1561,2024-02-07,2024-02-08,CUST0374,Sports,Yoga Mat,West,5,47.47,0.0,237.35,114.01,123.34,51.97,Same-Day,Delivered
ORD1562,2023-11-16,2023-11-17,CUST0278,Books,Tech Manual,South,2,41.52,0.1,74.74,39.9,34.84,46.61,Same-Day,Delivered
ORD1563,2023-05-22,2023-05-24,CUST0461,Clothing,Jeans,Central,5,66.07,0.2,264.28,162.02,102.26,38.69,Express,Delivered
ORD1564,2023-11-22,2023-11-27,CUST0486,Clothing,Dress,North,2,101.5,0.1,182.7,128.58,54.12,29.62,Standard,Delivered
ORD1565,2024-02-28,2024-03-01,CUST0382,Clothing,Jacket,East,2,166.25,0.2,266.0,170.82,95.18,35.78,Express,Delivered
ORD1566,2024-09-18,2024-09-19,CUST0291,Clothing,Jeans,Central,1,45.58,0.0,45.58,27.46,18.12,39.75,Same-Day,Delivered
ORD1567,2024-12-05,2024-12-07,CUST0434,Clothing,Sneakers,Central,2,79.78,0.0,159.56,83.27,76.29,47.81,Express,Delivered
ORD1568,2023-06-17,2023-06-22,CUST0210,Sports,Running Shoes,North,2,135.69,0.05,257.81,147.84,109.97,42.66,Standard,Delivered
ORD1569,2023-03-09,2023-03-14,CUST0225,Home & Kitchen,Knife Set,Central,2,73.54,0.0,147.08,88.48,58.6,39.84,Standard,Cancelled
ORD1570,2023-02-12,2023-02-13,CUST0195,Sports,Running Shoes,East,4,138.88,0.05,527.74,294.97,232.77,44.11,Same-Day,Delivered
ORD1571,2024-12-22,2024-12-27,CUST0232,Sports,Fitness Tracker,West,5,96.5,0.1,434.25,279.02,155.23,35.75,Standard,Delivered
ORD1572,2024-02-01,2024-02-02,CUST0493,Electronics,Laptop,North,5,1067.93,0.15,4538.7,2444.76,2093.94,46.14,Same-Day,Delivered
ORD1573,2023-10-20,2023-10-22,CUST0151,Clothing,Jacket,Central,4,126.76,0.0,507.04,306.63,200.41,39.53,Express,Delivered
ORD1574,2024-05-27,2024-06-01,CUST0300,Electronics,Tablet,Central,2,438.07,0.15,744.72,473.41,271.31,36.43,Standard,Delivered
ORD1575,2024-08-27,2024-08-28,CUST0452,Clothing,Dress,West,4,74.88,0.0,299.52,145.5,154.02,51.42,Same-Day,Cancelled
ORD1576,2023-05-07,2023-05-12,CUST0231,Electronics,Headphones,East,3,152.76,0.15,389.54,279.23,110.31,28.32,Standard,Delivered
ORD1577,2023-06-13,2023-06-15,CUST0023,Electronics,Tablet,South,4,517.06,0.1,1861.42,1183.89,677.53,36.4,Express,Delivered
ORD1578,2023-02-22,2023-02-24,CUST0374,Home & Kitchen,Cookware Set,West,2,131.42,0.0,262.84,127.68,135.16,51.42,Express,Delivered
ORD1579,2023-09-17,2023-09-22,CUST0438,Home & Kitchen,Coffee Maker,West,1,138.85,0.0,138.85,62.58,76.27,54.93,Standard,Delivered
ORD1580,2024-11-06,2024-11-08,CUST0227,Books,Business Book,North,5,27.01,0.0,135.05,66.63,68.42,50.66,Express,Delivered
ORD1581,2024-10-05,2024-10-06,CUST0107,Books,Tech Manual,North,1,36.34,0.1,32.71,18.37,14.34,43.84,Same-Day,Returned
ORD1582,2023-02-03,2023-02-04,CUST0309,Clothing,Jeans,East,1,71.66,0.0,71.66,34.33,37.33,52.09,Same-Day,Delivered
ORD1583,2023-10-19,2023-10-20,CUST0359,Home & Kitchen,Blender,Central,1,45.53,0.0,45.53,21.96,23.57,51.77,Same-Day,Delivered
ORD1584,2023-02-06,2023-02-11,CUST0166,Books,Tech Manual,East,2,57.99,0.15,98.58,65.62,32.96,33.43,Standard,Delivered
ORD1585,2023-05-18,2023-05-23,CUST0141,Sports,Yoga Mat,East,4,44.3,0.0,177.2,90.12,87.08,49.14,Standard,Delivered
ORD1586,2023-04-22,2023-04-23,CUST0323,Books,Self-Help,Central,5,14.73,0.0,73.65,42.16,31.49,42.76,Same-Day,Delivered
ORD1587,2024-09-15,2024-09-17,CUST0295,Electronics,Smartwatch,Central,5,382.47,0.15,1625.5,970.4,655.1,40.3,Express,Delivered
ORD1588,2024-05-24,2024-05-26,CUST0453,Home & Kitchen,Coffee Maker,Central,5,105.26,0.1,473.67,313.59,160.08,33.8,Express,Returned
ORD1589,2023-05-01,2023-05-02,CUST0410,Clothing,Jacket,Central,2,79.19,0.0,158.38,86.0,72.38,45.7,Same-Day,Returned
ORD1590,2023-08-06,2023-08-11,CUST0354,Sports,Bicycle Helmet,East,1,45.69,0.1,41.12,27.93,13.19,32.08,Standard,Delivered
ORD1591,2023-01-07,2023-01-12,CUST0175,Home & Kitchen,Blender,West,3,57.02,0.1,153.95,88.06,65.89,42.8,Standard,Delivered
ORD1592,2023-12-05,2023-12-07,CUST0246,Beauty,Sunscreen,West,5,34.08,0.2,136.32,82.67,53.65,39.36,Express,Cancelled
ORD1593,2024-07-03,2024-07-05,CUST0417,Electronics,Laptop,West,4,876.69,0.05,3331.42,2203.69,1127.73,33.85,Express,Delivered
ORD1594,2024-07-22,2024-07-23,CUST0296,Beauty,Moisturizer,East,5,30.97,0.15,131.62,90.69,40.93,31.1,Same-Day,Delivered
ORD1595,2024-01-20,2024-01-21,CUST0085,Home & Kitchen,Blender,Central,2,55.83,0.0,111.66,57.82,53.84,48.22,Same-Day,Delivered
ORD1596,2023-11-12,2023-11-13,CUST0364,Books,Self-Help,North,2,19.74,0.2,31.58,23.94,7.64,24.19,Same-Day,Returned
ORD1597,2023-11-06,2023-11-11,CUST0090,Home & Kitchen,Knife Set,North,1,58.82,0.0,58.82,30.84,27.98,47.57,Standard,Delivered
ORD1598,2024-05-09,2024-05-10,CUST0175,Home & Kitchen,Blender,West,2,93.8,0.05,178.22,103.4,74.82,41.98,Same-Day,Delivered
ORD1599,2023-04-11,2023-04-12,CUST0068,Beauty,Sunscreen,South,3,29.84,0.0,89.52,54.06,35.46,39.61,Same-Day,Delivered
ORD1600,2023-01-05,2023-01-07,CUST0352,Beauty,Moisturizer,Central,4,34.5,0.2,110.4,76.52,33.88,30.69,Express,Cancelled
ORD1601,2024-11-05,2024-11-06,CUST0296,Electronics,Headphones,East,4,182.38,0.0,729.52,404.24,325.28,44.59,Same-Day,Delivered
ORD1602,2023-11-23,2023-11-25,CUST0140,Beauty,Serum,South,3,41.03,0.0,123.09,62.2,60.89,49.47,Express,Delivered
ORD1603,2023-04-15,2023-04-20,CUST0282,Clothing,Jacket,East,1,80.83,0.1,72.75,45.42,27.33,37.57,Standard,Delivered
ORD1604,2024-09-19,2024-09-21,CUST0026,Home & Kitchen,Coffee Maker,South,3,106.41,0.0,319.23,148.2,171.03,53.58,Express,Delivered
ORD1605,2024-02-06,2024-02-11,CUST0457,Electronics,Smartwatch,Central,1,175.48,0.0,175.48,81.99,93.49,53.28,Standard,Delivered
ORD1606,2024-11-17,2024-11-18,CUST0473,Beauty,Perfume,West,5,71.01,0.0,355.05,217.82,137.23,38.65,Same-Day,Delivered
ORD1607,2024-04-11,2024-04-13,CUST0364,Books,Novel,West,1,17.13,0.15,14.56,9.31,5.25,36.06,Express,Delivered
ORD1608,2024-01-08,2024-01-10,CUST0470,Sports,Dumbbell Set,East,2,63.37,0.1,114.07,63.57,50.5,44.27,Express,Delivered
ORD1609,2024-05-05,2024-05-07,CUST0145,Home & Kitchen,Knife Set,East,4,30.82,0.05,117.12,58.26,58.86,50.26,Express,Returned
ORD1610,2023-04-20,2023-04-22,CUST0037,Books,Tech Manual,East,2,44.24,0.05,84.06,54.28,29.78,35.43,Express,Delivered
ORD1611,2024-07-15,2024-07-20,CUST0197,Books,Self-Help,North,4,19.68,0.0,78.72,45.2,33.52,42.58,Standard,Pending
ORD1612,2023-12-17,2023-12-18,CUST0089,Home & Kitchen,Coffee Maker,North,5,92.11,0.05,437.52,259.49,178.03,40.69,Same-Day,Delivered
ORD1613,2024-07-22,2024-07-27,CUST0091,Beauty,Sunscreen,East,4,14.63,0.1,52.67,31.75,20.92,39.72,Standard,Returned
ORD1614,2024-01-24,2024-01-26,CUST0339,Sports,Yoga Mat,North,5,22.26,0.2,89.04,63.36,25.68,28.84,Express,Delivered
ORD1615,2023-01-01,2023-01-06,CUST0232,Electronics,Laptop,Central,2,1242.63,0.2,1988.21,1434.56,553.65,27.85,Standard,Delivered
ORD1616,2023-11-21,2023-11-23,CUST0468,Home & Kitchen,Knife Set,East,5,63.68,0.0,318.4,156.38,162.02,50.89,Express,Delivered
ORD1617,2024-02-18,2024-02-23,CUST0032,Sports,Running Shoes,East,1,111.45,0.1,100.31,72.14,28.17,28.08,Standard,Returned
ORD1618,2023-04-23,2023-04-25,CUST0121,Books,Business Book,West,1,23.96,0.2,19.17,15.47,3.7,19.3,Express,Returned
ORD1619,2024-01-26,2024-01-28,CUST0340,Beauty,Sunscreen,South,4,26.38,0.15,89.69,55.56,34.13,38.05,Express,Delivered
ORD1620,2024-03-03,2024-03-08,CUST0447,Sports,Dumbbell Set,South,2,104.54,0.2,167.26,132.74,34.52,20.64,Standard,Delivered
ORD1621,2024-05-13,2024-05-14,CUST0070,Clothing,T-Shirt,North,1,34.45,0.0,34.45,20.47,13.98,40.58,Same-Day,Delivered
ORD1622,2024-03-11,2024-03-12,CUST0261,Clothing,Dress,West,4,120.49,0.15,409.67,275.14,134.53,32.84,Same-Day,Delivered
ORD1623,2023-01-08,2023-01-09,CUST0375,Books,Self-Help,South,4,16.62,0.0,66.48,35.56,30.92,46.51,Same-Day,Delivered
ORD1624,2023-02-04,2023-02-09,CUST0361,Beauty,Sunscreen,East,3,21.45,0.1,57.91,36.38,21.53,37.18,Standard,Delivered
ORD1625,2024-06-23,2024-06-25,CUST0041,Electronics,Tablet,Central,4,587.52,0.0,2350.08,1124.32,1225.76,52.16,Express,Delivered
ORD1626,2024-11-15,2024-11-20,CUST0277,Books,Business Book,Central,2,20.03,0.15,34.05,23.34,10.71,31.45,Standard,Delivered
ORD1627,2024-04-25,2024-04-27,CUST0241,Home & Kitchen,Cookware Set,Central,1,279.72,0.1,251.75,169.43,82.32,32.7,Express,Delivered
ORD1628,2023-06-21,2023-06-26,CUST0306,Beauty,Lipstick,East,4,16.06,0.2,51.39,32.69,18.7,36.39,Standard,Delivered
ORD1629,2024-08-09,2024-08-14,CUST0150,Beauty,Sunscreen,Central,3,13.41,0.05,38.22,22.76,15.46,40.45,Standard,Delivered
ORD1630,2023-10-12,2023-10-14,CUST0144,Electronics,Headphones,East,4,61.38,0.1,220.97,114.26,106.71,48.29,Express,Delivered
ORD1631,2024-11-05,2024-11-07,CUST0090,Home & Kitchen,Blender,East,1,75.23,0.1,67.71,44.97,22.74,33.58,Express,Delivered
ORD1632,2023-12-18,2023-12-23,CUST0305,Beauty,Serum,South,4,39.85,0.1,143.46,99.21,44.25,30.84,Standard,Pending
ORD1633,2023-06-21,2023-06-26,CUST0432,Sports,Bicycle Helmet,East,4,40.9,0.05,155.42,97.37,58.05,37.35,Standard,Delivered
ORD1634,2023-11-05,2023-11-07,CUST0386,Electronics,Headphones,Central,1,56.88,0.05,54.04,30.13,23.91,44.25,Express,Delivered
ORD1635,2024-03-21,2024-03-26,CUST0409,Clothing,Dress,West,4,86.97,0.0,347.88,193.45,154.43,44.39,Standard,Delivered
ORD1636,2024-06-28,2024-06-29,CUST0433,Sports,Running Shoes,West,5,120.46,0.0,602.3,282.76,319.54,53.05,Same-Day,Delivered
ORD1637,2024-11-01,2024-11-02,CUST0396,Books,Cookbook,South,3,20.41,0.2,48.98,28.76,20.22,41.28,Same-Day,Delivered
ORD1638,2023-07-04,2023-07-06,CUST0345,Beauty,Sunscreen,North,2,23.96,0.15,40.73,28.18,12.55,30.81,Express,Delivered
ORD1639,2023-12-26,2023-12-31,CUST0129,Electronics,Smartphone,South,4,528.31,0.0,2113.24,1240.68,872.56,41.29,Standard,Delivered
ORD1640,2023-08-11,2023-08-12,CUST0363,Electronics,Smartphone,North,5,526.58,0.1,2369.61,1530.56,839.05,35.41,Same-Day,Delivered
ORD1641,2024-08-02,2024-08-07,CUST0357,Electronics,Tablet,South,2,411.79,0.2,658.86,518.84,140.02,21.25,Standard,Cancelled
ORD1642,2023-10-11,2023-10-13,CUST0342,Home & Kitchen,Air Fryer,East,4,158.26,0.0,633.04,365.74,267.3,42.22,Express,Delivered
ORD1643,2023-12-07,2023-12-12,CUST0417,Home & Kitchen,Coffee Maker,East,1,76.73,0.0,76.73,40.4,36.33,47.35,Standard,Delivered
ORD1644,2023-07-02,2023-07-03,CUST0074,Clothing,Dress,Central,1,88.34,0.0,88.34,50.54,37.8,42.79,Same-Day,Delivered
ORD1645,2023-04-16,2023-04-21,CUST0293,Sports,Dumbbell Set,East,5,113.33,0.05,538.32,336.07,202.25,37.57,Standard,Delivered
ORD1646,2023-02-08,2023-02-09,CUST0078,Sports,Yoga Mat,East,4,23.47,0.15,79.8,42.26,37.54,47.04,Same-Day,Delivered
ORD1647,2024-03-22,2024-03-24,CUST0400,Sports,Fitness Tracker,North,1,90.23,0.2,72.18,49.46,22.72,31.48,Express,Returned
ORD1648,2024-05-08,2024-05-13,CUST0479,Books,Novel,East,1,12.84,0.15,10.91,7.88,3.03,27.77,Standard,Delivered
ORD1649,2024-07-01,2024-07-03,CUST0236,Home & Kitchen,Air Fryer,East,4,85.62,0.15,291.11,160.33,130.78,44.92,Express,Delivered
ORD1650,2023-11-03,2023-11-04,CUST0055,Beauty,Serum,East,2,62.27,0.05,118.31,72.5,45.81,38.72,Same-Day,Delivered
ORD1651,2023-01-26,2023-01-27,CUST0123,Sports,Yoga Mat,West,4,41.06,0.0,164.24,75.08,89.16,54.29,Same-Day,Pending
ORD1652,2024-04-05,2024-04-10,CUST0029,Sports,Yoga Mat,East,5,38.3,0.05,181.92,106.62,75.3,41.39,Standard,Delivered
ORD1653,2024-06-19,2024-06-21,CUST0446,Beauty,Moisturizer,Central,4,23.73,0.2,75.94,55.13,20.81,27.4,Express,Cancelled
ORD1654,2024-05-15,2024-05-16,CUST0465,Clothing,Sneakers,Central,2,142.23,0.0,284.46,169.85,114.61,40.29,Same-Day,Delivered
ORD1655,2023-11-11,2023-11-16,CUST0088,Electronics,Laptop,Central,2,806.18,0.15,1370.51,741.67,628.84,45.88,Standard,Delivered
ORD1656,2023-03-06,2023-03-11,CUST0416,Electronics,Smartphone,West,1,648.14,0.2,518.51,371.47,147.04,28.36,Standard,Delivered
ORD1657,2023-08-07,2023-08-12,CUST0172,Home & Kitchen,Blender,North,5,71.75,0.0,358.75,221.45,137.3,38.27,Standard,Delivered
ORD1658,2024-07-20,2024-07-25,CUST0474,Electronics,Headphones,Central,2,162.63,0.0,325.26,191.66,133.6,41.07,Standard,Delivered
ORD1659,2023-06-11,2023-06-16,CUST0042,Electronics,Laptop,North,1,1194.53,0.15,1015.35,683.85,331.5,32.65,Standard,Returned
ORD1660,2024-03-02,2024-03-03,CUST0396,Electronics,Laptop,West,1,1152.37,0.1,1037.13,722.98,314.15,30.29,Same-Day,Returned
ORD1661,2024-02-26,2024-03-02,CUST0313,Beauty,Serum,North,2,37.59,0.0,75.18,41.7,33.48,44.53,Standard,Cancelled
ORD1662,2023-11-05,2023-11-07,CUST0286,Books,Novel,South,4,15.12,0.0,60.48,34.8,25.68,42.46,Express,Delivered
ORD1663,2024-07-06,2024-07-07,CUST0395,Clothing,T-Shirt,South,5,44.3,0.1,199.35,115.71,83.64,41.96,Same-Day,Delivered
ORD1664,2024-04-30,2024-05-02,CUST0344,Home & Kitchen,Blender,North,2,45.76,0.0,91.52,53.73,37.79,41.29,Express,Delivered
ORD1665,2024-04-09,2024-04-14,CUST0027,Electronics,Headphones,Central,3,80.44,0.0,241.32,124.73,116.59,48.31,Standard,Delivered
ORD1666,2023-08-29,2023-08-30,CUST0297,Clothing,Jeans,East,1,63.25,0.0,63.25,29.36,33.89,53.58,Same-Day,Delivered
ORD1667,2023-04-11,2023-04-16,CUST0446,Sports,Dumbbell Set,South,3,72.01,0.0,216.03,111.3,104.73,48.48,Standard,Delivered
ORD1668,2024-03-22,2024-03-27,CUST0313,Sports,Dumbbell Set,West,1,96.1,0.05,91.29,44.29,47.0,51.48,Standard,Delivered
ORD1669,2024-01-03,2024-01-05,CUST0066,Clothing,Dress,North,3,59.91,0.15,152.77,87.86,64.91,42.49,Express,Delivered
ORD1670,2024-04-14,2024-04-16,CUST0176,Beauty,Sunscreen,South,1,18.45,0.0,18.45,11.45,7.0,37.94,Express,Delivered
ORD1671,2023-06-24,2023-06-25,CUST0438,Home & Kitchen,Cookware Set,South,2,256.91,0.15,436.75,329.13,107.62,24.64,Same-Day,Pending
ORD1672,2024-04-18,2024-04-20,CUST0220,Electronics,Smartwatch,South,5,271.3,0.0,1356.5,770.92,585.58,43.17,Express,Delivered
ORD1673,2024-08-10,2024-08-15,CUST0023,Clothing,Jacket,North,4,148.54,0.1,534.74,379.82,154.92,28.97,Standard,Delivered
ORD1674,2024-12-14,2024-12-19,CUST0124,Sports,Fitness Tracker,North,1,83.06,0.05,78.91,45.34,33.57,42.54,Standard,Delivered
ORD1675,2023-09-02,2023-09-03,CUST0009,Books,Business Book,West,4,28.15,0.0,112.6,58.74,53.86,47.83,Same-Day,Pending
ORD1676,2024-08-20,2024-08-25,CUST0238,Beauty,Lipstick,South,2,23.07,0.2,36.91,26.03,10.88,29.48,Standard,Pending
ORD1677,2024-12-21,2024-12-22,CUST0322,Beauty,Perfume,North,2,110.09,0.0,220.18,126.68,93.5,42.47,Same-Day,Delivered
ORD1678,2024-12-15,2024-12-16,CUST0407,Sports,Running Shoes,South,5,61.94,0.05,294.21,186.0,108.21,36.78,Same-Day,Delivered
ORD1679,2024-06-11,2024-06-12,CUST0027,Beauty,Moisturizer,North,5,54.23,0.15,230.48,172.57,57.91,25.13,Same-Day,Delivered
ORD1680,2024-10-25,2024-10-26,CUST0288,Sports,Running Shoes,South,4,114.72,0.0,458.88,240.13,218.75,47.67,Same-Day,Delivered
ORD1681,2024-08-17,2024-08-18,CUST0382,Clothing,Jacket,South,2,143.76,0.15,244.39,156.9,87.49,35.8,Same-Day,Delivered
ORD1682,2023-03-06,2023-03-08,CUST0249,Home & Kitchen,Air Fryer,Central,3,139.43,0.05,397.38,211.42,185.96,46.8,Express,Delivered
ORD1683,2023-10-27,2023-10-29,CUST0410,Books,Business Book,North,4,24.07,0.15,81.84,59.22,22.62,27.64,Express,Delivered
ORD1684,2023-03-20,2023-03-25,CUST0058,Clothing,Dress,South,1,55.41,0.0,55.41,28.13,27.28,49.23,Standard,Delivered
ORD1685,2024-03-02,2024-03-03,CUST0068,Sports,Dumbbell Set,West,2,101.07,0.15,171.82,91.88,79.94,46.53,Same-Day,Delivered
ORD1686,2023-03-06,2023-03-11,CUST0119,Home & Kitchen,Knife Set,Central,4,73.26,0.0,293.04,148.95,144.09,49.17,Standard,Returned
ORD1687,2023-12-01,2023-12-03,CUST0357,Beauty,Lipstick,Central,4,20.57,0.15,69.94,47.66,22.28,31.86,Express,Delivered
ORD1688,2023-11-10,2023-11-15,CUST0117,Books,Self-Help,West,4,15.95,0.0,63.8,40.17,23.63,37.04,Standard,Returned
ORD1689,2023-06-20,2023-06-21,CUST0365,Home & Kitchen,Air Fryer,Central,1,96.8,0.0,96.8,52.39,44.41,45.88,Same-Day,Cancelled
ORD1690,2023-06-07,2023-06-12,CUST0022,Home & Kitchen,Coffee Maker,East,2,132.93,0.15,225.98,167.74,58.24,25.77,Standard,Delivered
ORD1691,2024-12-25,2024-12-30,CUST0177,Books,Novel,South,4,11.6,0.0,46.4,22.78,23.62,50.91,Standard,Delivered
ORD1692,2023-01-26,2023-01-28,CUST0394,Home & Kitchen,Knife Set,South,5,87.53,0.1,393.88,223.34,170.54,43.3,Express,Cancelled
ORD1693,2024-06-03,2024-06-05,CUST0152,Sports,Running Shoes,West,2,59.39,0.15,100.96,66.43,34.53,34.2,Express,Delivered
ORD1694,2024-03-28,2024-03-30,CUST0375,Home & Kitchen,Cookware Set,West,2,258.92,0.15,440.16,326.95,113.21,25.72,Express,Delivered
ORD1695,2023-08-14,2023-08-16,CUST0168,Electronics,Laptop,North,5,857.44,0.0,4287.2,2273.61,2013.59,46.97,Express,Delivered
ORD1696,2023-10-12,2023-10-17,CUST0276,Books,Novel,West,5,14.26,0.2,57.04,45.43,11.61,20.35,Standard,Delivered
ORD1697,2024-09-11,2024-09-12,CUST0466,Beauty,Moisturizer,East,5,34.78,0.05,165.2,89.31,75.89,45.94,Same-Day,Cancelled
ORD1698,2023-12-20,2023-12-22,CUST0229,Sports,Dumbbell Set,Central,4,85.96,0.0,343.84,155.57,188.27,54.76,Express,Delivered
ORD1699,2023-10-23,2023-10-28,CUST0497,Electronics,Laptop,West,4,1169.76,0.05,4445.09,2857.66,1587.43,35.71,Standard,Returned
